==((====))==  Unsloth - 2x faster free finetuning | Num GPUs = 1
   \\   /|    Num examples = 10,047 | Num Epochs = 25
O^O/ \_/ \    Batch size per device = 128 | Gradient Accumulation steps = 2
\        /    Total batch size = 256 | Total steps = 975
 "-____-"     Number of trainable parameters = 24,313,856
[34m[1mwandb[0m: [33mWARNING[0m The `run_name` is currently set to the same value as `TrainingArguments.output_dir`. If this was not intended, please specify a different run name by setting the `TrainingArguments.run_name` parameter.
                                                                                                                       
{'loss': 2.5722, 'grad_norm': 0.3769890069961548, 'learning_rate': 2e-05, 'epoch': 0.03}
{'loss': 1.3989, 'grad_norm': 0.14574356377124786, 'learning_rate': 8.815144905418917e-05, 'epoch': 5.62}
{'loss': 1.4602, 'grad_norm': 0.15990391373634338, 'learning_rate': 8.804657835561456e-05, 'epoch': 5.65}
{'loss': 1.3588, 'grad_norm': 0.14810851216316223, 'learning_rate': 8.794130856643634e-05, 'epoch': 5.67}
{'loss': 1.4755, 'grad_norm': 0.1559472531080246, 'learning_rate': 8.783564079088477e-05, 'epoch': 5.7}
{'loss': 1.3929, 'grad_norm': 0.17166246473789215, 'learning_rate': 8.772957613736483e-05, 'epoch': 5.72}
{'loss': 1.4072, 'grad_norm': 0.14462585747241974, 'learning_rate': 8.762311571844451e-05, 'epoch': 5.75}
{'loss': 1.4085, 'grad_norm': 0.14831186830997467, 'learning_rate': 8.751626065084328e-05, 'epoch': 5.77}
{'loss': 1.4759, 'grad_norm': 0.16621899604797363, 'learning_rate': 8.740901205542021e-05, 'epoch': 5.8}
{'loss': 1.4128, 'grad_norm': 0.1575237512588501, 'learning_rate': 8.73013710571623e-05, 'epoch': 5.82}
{'loss': 1.4825, 'grad_norm': 0.16559948027133942, 'learning_rate': 8.719333878517273e-05, 'epoch': 5.85}
{'loss': 1.3929, 'grad_norm': 0.14938288927078247, 'learning_rate': 8.708491637265887e-05, 'epoch': 5.87}
{'loss': 1.4136, 'grad_norm': 0.16778364777565002, 'learning_rate': 8.697610495692054e-05, 'epoch': 5.9}
{'loss': 1.3791, 'grad_norm': 0.16426536440849304, 'learning_rate': 8.686690567933802e-05, 'epoch': 5.92}
{'loss': 1.4032, 'grad_norm': 0.15385445952415466, 'learning_rate': 8.675731968536002e-05, 'epoch': 5.95}
{'loss': 1.4266, 'grad_norm': 0.16530616581439972, 'learning_rate': 8.66473481244918e-05, 'epoch': 5.97}
{'loss': 2.1737, 'grad_norm': 0.31896263360977173, 'learning_rate': 8.653699215028296e-05, 'epoch': 6.0}
{'loss': 1.399, 'grad_norm': 0.17461195588111877, 'learning_rate': 8.64262529203155e-05, 'epoch': 6.03}
{'loss': 1.4454, 'grad_norm': 0.20795738697052002, 'learning_rate': 8.631513159619151e-05, 'epoch': 6.05}
{'loss': 1.4199, 'grad_norm': 0.18082614243030548, 'learning_rate': 8.620362934352109e-05, 'epoch': 6.08}
{'loss': 1.3935, 'grad_norm': 0.17320388555526733, 'learning_rate': 8.609174733191011e-05, 'epoch': 6.1}
{'loss': 1.4206, 'grad_norm': 0.21767565608024597, 'learning_rate': 8.597948673494794e-05, 'epoch': 6.13}
{'loss': 1.3758, 'grad_norm': 0.1817450374364853, 'learning_rate': 8.586684873019513e-05, 'epoch': 6.15}
{'loss': 1.4176, 'grad_norm': 0.1683277040719986, 'learning_rate': 8.575383449917102e-05, 'epoch': 6.18}
{'loss': 1.4222, 'grad_norm': 0.18345101177692413, 'learning_rate': 8.564044522734147e-05, 'epoch': 6.2}
{'loss': 1.3808, 'grad_norm': 0.19635875523090363, 'learning_rate': 8.552668210410624e-05, 'epoch': 6.23}
{'loss': 1.387, 'grad_norm': 0.15863965451717377, 'learning_rate': 8.541254632278665e-05, 'epoch': 6.25}
{'loss': 1.3801, 'grad_norm': 0.1770472377538681, 'learning_rate': 8.529803908061309e-05, 'epoch': 6.28}
{'loss': 1.4209, 'grad_norm': 0.18773658573627472, 'learning_rate': 8.518316157871231e-05, 'epoch': 6.3}
{'loss': 1.4182, 'grad_norm': 0.15851499140262604, 'learning_rate': 8.506791502209496e-05, 'epoch': 6.33}
{'loss': 1.4458, 'grad_norm': 0.1704045832157135, 'learning_rate': 8.495230061964288e-05, 'epoch': 6.35}
{'loss': 1.4208, 'grad_norm': 0.17667481303215027, 'learning_rate': 8.483631958409644e-05, 'epoch': 6.38}
{'loss': 1.3889, 'grad_norm': 0.17120914161205292, 'learning_rate': 8.471997313204181e-05, 'epoch': 6.41}
{'loss': 1.3947, 'grad_norm': 0.16470877826213837, 'learning_rate': 8.460326248389825e-05, 'epoch': 6.43}
{'loss': 1.4122, 'grad_norm': 0.1729373186826706, 'learning_rate': 8.448618886390522e-05, 'epoch': 6.46}
{'loss': 1.4416, 'grad_norm': 0.17189396917819977, 'learning_rate': 8.436875350010957e-05, 'epoch': 6.48}
{'loss': 1.4006, 'grad_norm': 0.17428356409072876, 'learning_rate': 8.425095762435273e-05, 'epoch': 6.51}
{'loss': 1.4268, 'grad_norm': 0.17372764647006989, 'learning_rate': 8.413280247225768e-05, 'epoch': 6.53}
{'loss': 1.4472, 'grad_norm': 0.16151659190654755, 'learning_rate': 8.401428928321607e-05, 'epoch': 6.56}
{'loss': 1.3857, 'grad_norm': 0.16406451165676117, 'learning_rate': 8.389541930037516e-05, 'epoch': 6.58}
{'loss': 1.4213, 'grad_norm': 0.15681055188179016, 'learning_rate': 8.377619377062482e-05, 'epoch': 6.61}
{'loss': 1.4136, 'grad_norm': 0.1695910394191742, 'learning_rate': 8.365661394458446e-05, 'epoch': 6.63}
{'loss': 1.4054, 'grad_norm': 0.18008354306221008, 'learning_rate': 8.353668107658984e-05, 'epoch': 6.66}
{'loss': 1.3811, 'grad_norm': 0.16446125507354736, 'learning_rate': 8.341639642468002e-05, 'epoch': 6.68}
{'loss': 1.3848, 'grad_norm': 0.17094138264656067, 'learning_rate': 8.329576125058406e-05, 'epoch': 6.71}
{'loss': 1.4095, 'grad_norm': 0.1719379723072052, 'learning_rate': 8.317477681970787e-05, 'epoch': 6.73}
{'loss': 1.3637, 'grad_norm': 0.1685556173324585, 'learning_rate': 8.305344440112089e-05, 'epoch': 6.76}
{'loss': 1.3871, 'grad_norm': 0.16417910158634186, 'learning_rate': 8.293176526754274e-05, 'epoch': 6.78}
{'loss': 1.4232, 'grad_norm': 0.15995316207408905, 'learning_rate': 8.280974069532998e-05, 'epoch': 6.81}
{'loss': 1.4104, 'grad_norm': 0.1752573549747467, 'learning_rate': 8.268737196446264e-05, 'epoch': 6.84}
{'loss': 1.4159, 'grad_norm': 0.17497894167900085, 'learning_rate': 8.256466035853076e-05, 'epoch': 6.86}
{'loss': 1.3558, 'grad_norm': 0.17290042340755463, 'learning_rate': 8.24416071647211e-05, 'epoch': 6.89}
{'loss': 1.4136, 'grad_norm': 0.16745805740356445, 'learning_rate': 8.231821367380335e-05, 'epoch': 6.91}
{'loss': 1.411, 'grad_norm': 0.18109901249408722, 'learning_rate': 8.219448118011688e-05, 'epoch': 6.94}
{'loss': 1.393, 'grad_norm': 0.17447590827941895, 'learning_rate': 8.2070410981557e-05, 'epoch': 6.96}
{'loss': 1.3809, 'grad_norm': 0.16711384057998657, 'learning_rate': 8.194600437956139e-05, 'epoch': 6.99}
{'loss': 2.089, 'grad_norm': 0.3427155911922455, 'learning_rate': 8.182126267909641e-05, 'epoch': 7.01}
{'loss': 1.354, 'grad_norm': 0.1643470823764801, 'learning_rate': 8.16961871886435e-05, 'epoch': 7.04}
{'loss': 1.3776, 'grad_norm': 0.17528188228607178, 'learning_rate': 8.157077922018537e-05, 'epoch': 7.06}
{'loss': 1.3535, 'grad_norm': 0.17885859310626984, 'learning_rate': 8.144504008919222e-05, 'epoch': 7.09}
{'loss': 1.3916, 'grad_norm': 0.1694823056459427, 'learning_rate': 8.13189711146081e-05, 'epoch': 7.11}
{'loss': 1.4214, 'grad_norm': 0.17736786603927612, 'learning_rate': 8.119257361883687e-05, 'epoch': 7.14}
{'loss': 1.3444, 'grad_norm': 0.18655116856098175, 'learning_rate': 8.106584892772844e-05, 'epoch': 7.16}
{'loss': 1.478, 'grad_norm': 0.18873804807662964, 'learning_rate': 8.093879837056487e-05, 'epoch': 7.19}
{'loss': 1.3297, 'grad_norm': 0.16988950967788696, 'learning_rate': 8.081142328004637e-05, 'epoch': 7.22}
{'loss': 1.3932, 'grad_norm': 0.19769635796546936, 'learning_rate': 8.068372499227738e-05, 'epoch': 7.24}
{'loss': 1.3785, 'grad_norm': 0.17216473817825317, 'learning_rate': 8.055570484675251e-05, 'epoch': 7.27}
{'loss': 1.4438, 'grad_norm': 0.18304584920406342, 'learning_rate': 8.042736418634251e-05, 'epoch': 7.29}
{'loss': 1.3485, 'grad_norm': 0.19500097632408142, 'learning_rate': 8.029870435728018e-05, 'epoch': 7.32}
{'loss': 1.3395, 'grad_norm': 0.18556903302669525, 'learning_rate': 8.016972670914624e-05, 'epoch': 7.34}
{'loss': 1.4081, 'grad_norm': 0.18836139142513275, 'learning_rate': 8.004043259485519e-05, 'epoch': 7.37}
{'loss': 1.3831, 'grad_norm': 0.18325769901275635, 'learning_rate': 7.99108233706411e-05, 'epoch': 7.39}
{'loss': 1.4724, 'grad_norm': 0.20529432594776154, 'learning_rate': 7.978090039604341e-05, 'epoch': 7.42}
{'loss': 1.3765, 'grad_norm': 0.17938977479934692, 'learning_rate': 7.965066503389264e-05, 'epoch': 7.44}
{'loss': 1.4148, 'grad_norm': 0.18427368998527527, 'learning_rate': 7.952011865029614e-05, 'epoch': 7.47}
{'loss': 1.4003, 'grad_norm': 0.19806037843227386, 'learning_rate': 7.938926261462366e-05, 'epoch': 7.49}
{'loss': 1.3846, 'grad_norm': 0.17540138959884644, 'learning_rate': 7.925809829949312e-05, 'epoch': 7.52}
{'loss': 1.3697, 'grad_norm': 0.18725508451461792, 'learning_rate': 7.912662708075611e-05, 'epoch': 7.54}
{'loss': 1.3985, 'grad_norm': 0.2069794088602066, 'learning_rate': 7.89948503374835e-05, 'epoch': 7.57}
{'loss': 1.421, 'grad_norm': 0.1912376880645752, 'learning_rate': 7.886276945195099e-05, 'epoch': 7.59}
{'loss': 1.3515, 'grad_norm': 0.18544624745845795, 'learning_rate': 7.873038580962452e-05, 'epoch': 7.62}
{'loss': 1.3907, 'grad_norm': 0.19158123433589935, 'learning_rate': 7.859770079914592e-05, 'epoch': 7.65}
{'loss': 1.3927, 'grad_norm': 0.17746832966804504, 'learning_rate': 7.846471581231814e-05, 'epoch': 7.67}
{'loss': 1.4094, 'grad_norm': 0.18330028653144836, 'learning_rate': 7.833143224409075e-05, 'epoch': 7.7}
{'loss': 1.3552, 'grad_norm': 0.19058643281459808, 'learning_rate': 7.819785149254532e-05, 'epoch': 7.72}
{'loss': 1.3618, 'grad_norm': 0.1800193190574646, 'learning_rate': 7.806397495888073e-05, 'epoch': 7.75}
{'loss': 1.3733, 'grad_norm': 0.19150729477405548, 'learning_rate': 7.792980404739848e-05, 'epoch': 7.77}
{'loss': 1.4355, 'grad_norm': 0.19503918290138245, 'learning_rate': 7.779534016548791e-05, 'epoch': 7.8}
{'loss': 1.3946, 'grad_norm': 0.18767988681793213, 'learning_rate': 7.766058472361154e-05, 'epoch': 7.82}
{'loss': 1.3636, 'grad_norm': 0.19603875279426575, 'learning_rate': 7.752553913529018e-05, 'epoch': 7.85}
{'loss': 1.3655, 'grad_norm': 0.18626590073108673, 'learning_rate': 7.739020481708815e-05, 'epoch': 7.87}
{'loss': 1.4467, 'grad_norm': 0.20310476422309875, 'learning_rate': 7.725458318859842e-05, 'epoch': 7.9}
{'loss': 1.3535, 'grad_norm': 0.1830482929944992, 'learning_rate': 7.711867567242768e-05, 'epoch': 7.92}
{'loss': 1.4539, 'grad_norm': 0.18772350251674652, 'learning_rate': 7.698248369418146e-05, 'epoch': 7.95}
{'loss': 1.3304, 'grad_norm': 0.19911399483680725, 'learning_rate': 7.68460086824492e-05, 'epoch': 7.97}
{'loss': 2.1707, 'grad_norm': 0.3702344596385956, 'learning_rate': 7.670925206878915e-05, 'epoch': 8.0}
{'loss': 1.3854, 'grad_norm': 0.1932339072227478, 'learning_rate': 7.657221528771352e-05, 'epoch': 8.03}
{'loss': 1.3776, 'grad_norm': 0.21996870636940002, 'learning_rate': 7.643489977667326e-05, 'epoch': 8.05}
{'loss': 1.3566, 'grad_norm': 0.19183047115802765, 'learning_rate': 7.629730697604314e-05, 'epoch': 8.08}
{'loss': 1.3627, 'grad_norm': 0.20632526278495789, 'learning_rate': 7.61594383291065e-05, 'epoch': 8.1}
{'loss': 1.3841, 'grad_norm': 0.19642533361911774, 'learning_rate': 7.602129528204023e-05, 'epoch': 8.13}
{'loss': 1.3414, 'grad_norm': 0.2087039202451706, 'learning_rate': 7.588287928389952e-05, 'epoch': 8.15}
{'loss': 1.3355, 'grad_norm': 0.21374276280403137, 'learning_rate': 7.574419178660268e-05, 'epoch': 8.18}
{'loss': 1.3645, 'grad_norm': 0.20809122920036316, 'learning_rate': 7.560523424491595e-05, 'epoch': 8.2}
{'loss': 1.3728, 'grad_norm': 0.18585385382175446, 'learning_rate': 7.546600811643816e-05, 'epoch': 8.23}
{'loss': 1.3876, 'grad_norm': 0.18900936841964722, 'learning_rate': 7.532651486158554e-05, 'epoch': 8.25}
{'loss': 1.3976, 'grad_norm': 0.18955104053020477, 'learning_rate': 7.518675594357633e-05, 'epoch': 8.28}
{'loss': 1.3896, 'grad_norm': 0.18369880318641663, 'learning_rate': 7.504673282841544e-05, 'epoch': 8.3}
{'loss': 1.3543, 'grad_norm': 0.19861005246639252, 'learning_rate': 7.490644698487909e-05, 'epoch': 8.33}
