Map (num_proc=2): 100%|██████| 10047/10047 [00:03<00:00, 3033.17 examples/s]
==((====))==  Unsloth - 2x faster free finetuning | Num GPUs = 1
   \\   /|    Num examples = 10,047 | Num Epochs = 15
O^O/ \_/ \    Batch size per device = 128 | Gradient Accumulation steps = 2
\        /    Total batch size = 256 | Total steps = 585
 "-____-"     Number of trainable parameters = 24,313,856
[34m[1mwandb[0m: [33mWARNING[0m The `run_name` is currently set to the same value as `TrainingArguments.output_dir`. If this was not intended, please specify a different run name by setting the `TrainingArguments.run_name` parameter.
                                                                                                                       
{'loss': 2.4437, 'grad_norm': 0.26602962613105774, 'learning_rate': 4e-05, 'epoch': 0.03}
{'loss': 1.2484, 'grad_norm': 0.1392255276441574, 'learning_rate': 0.00013751645397129357, 'epoch': 5.67}
{'loss': 1.3539, 'grad_norm': 0.16589362919330597, 'learning_rate': 0.00013701381553399145, 'epoch': 5.7}
{'loss': 1.279, 'grad_norm': 0.16731204092502594, 'learning_rate': 0.00013651009115488334, 'epoch': 5.72}
{'loss': 1.2907, 'grad_norm': 0.14644736051559448, 'learning_rate': 0.0001360052956126499, 'epoch': 5.75}
{'loss': 1.2896, 'grad_norm': 0.15218639373779297, 'learning_rate': 0.00013549944371739854, 'epoch': 5.77}
{'loss': 1.3532, 'grad_norm': 0.1580832600593567, 'learning_rate': 0.00013499255031022885, 'epoch': 5.8}
{'loss': 1.294, 'grad_norm': 0.16012394428253174, 'learning_rate': 0.00013448463026279704, 'epoch': 5.82}
{'loss': 1.3598, 'grad_norm': 0.15643630921840668, 'learning_rate': 0.00013397569847687984, 'epoch': 5.85}
{'loss': 1.2825, 'grad_norm': 0.16224998235702515, 'learning_rate': 0.00013346576988393716, 'epoch': 5.87}
{'loss': 1.2981, 'grad_norm': 0.16375406086444855, 'learning_rate': 0.00013295485944467405, 'epoch': 5.9}
{'loss': 1.2683, 'grad_norm': 0.1562192589044571, 'learning_rate': 0.00013244298214860176, 'epoch': 5.92}
{'loss': 1.2905, 'grad_norm': 0.159993976354599, 'learning_rate': 0.000131930153013598, 'epoch': 5.95}
{'loss': 1.3086, 'grad_norm': 0.16393762826919556, 'learning_rate': 0.00013141638708546633, 'epoch': 5.97}
{'loss': 1.9973, 'grad_norm': 0.3036821484565735, 'learning_rate': 0.00013090169943749476, 'epoch': 6.0}
{'loss': 1.2747, 'grad_norm': 0.16421560943126678, 'learning_rate': 0.00013038610517001332, 'epoch': 6.03}
{'loss': 1.3199, 'grad_norm': 0.17327025532722473, 'learning_rate': 0.00012986961940995138, 'epoch': 6.05}
{'loss': 1.2946, 'grad_norm': 0.16863055527210236, 'learning_rate': 0.00012935225731039348, 'epoch': 6.08}
{'loss': 1.2651, 'grad_norm': 0.15743479132652283, 'learning_rate': 0.0001288340340501351, 'epoch': 6.1}
{'loss': 1.288, 'grad_norm': 0.17720504105091095, 'learning_rate': 0.00012831496483323702, 'epoch': 6.13}
{'loss': 1.252, 'grad_norm': 0.16934680938720703, 'learning_rate': 0.00012779506488857945, 'epoch': 6.15}
{'loss': 1.2837, 'grad_norm': 0.17709794640541077, 'learning_rate': 0.00012727434946941519, 'epoch': 6.18}
{'loss': 1.2914, 'grad_norm': 0.16272476315498352, 'learning_rate': 0.00012675283385292212, 'epoch': 6.2}
{'loss': 1.2582, 'grad_norm': 0.17124129831790924, 'learning_rate': 0.00012623053333975486, 'epoch': 6.23}
{'loss': 1.2652, 'grad_norm': 0.15903985500335693, 'learning_rate': 0.00012570746325359607, 'epoch': 6.25}
{'loss': 1.2579, 'grad_norm': 0.16820360720157623, 'learning_rate': 0.00012518363894070683, 'epoch': 6.28}
{'loss': 1.2945, 'grad_norm': 0.16629207134246826, 'learning_rate': 0.00012465907576947622, 'epoch': 6.3}
{'loss': 1.2915, 'grad_norm': 0.16238504648208618, 'learning_rate': 0.00012413378912997058, 'epoch': 6.33}
{'loss': 1.3182, 'grad_norm': 0.16569985449314117, 'learning_rate': 0.000123607794433482, 'epoch': 6.35}
{'loss': 1.2946, 'grad_norm': 0.16632993519306183, 'learning_rate': 0.00012308110711207614, 'epoch': 6.38}
{'loss': 1.2639, 'grad_norm': 0.16967010498046875, 'learning_rate': 0.00012255374261813944, 'epoch': 6.41}
{'loss': 1.2706, 'grad_norm': 0.15890517830848694, 'learning_rate': 0.0001220257164239257, 'epoch': 6.43}
{'loss': 1.2874, 'grad_norm': 0.16713130474090576, 'learning_rate': 0.00012149704402110243, 'epoch': 6.46}
{'loss': 1.3096, 'grad_norm': 0.1639595627784729, 'learning_rate': 0.0001209677409202959, 'epoch': 6.48}
{'loss': 1.2789, 'grad_norm': 0.16597309708595276, 'learning_rate': 0.0001204378226506365, 'epoch': 6.51}
{'loss': 1.3019, 'grad_norm': 0.16432559490203857, 'learning_rate': 0.00011990730475930288, 'epoch': 6.53}
{'loss': 1.321, 'grad_norm': 0.14983606338500977, 'learning_rate': 0.00011937620281106585, 'epoch': 6.56}
{'loss': 1.2596, 'grad_norm': 0.16078180074691772, 'learning_rate': 0.00011884453238783185, 'epoch': 6.58}
{'loss': 1.298, 'grad_norm': 0.15999852120876312, 'learning_rate': 0.00011831230908818563, 'epoch': 6.61}
{'loss': 1.2897, 'grad_norm': 0.1595606952905655, 'learning_rate': 0.00011777954852693271, 'epoch': 6.63}
{'loss': 1.2777, 'grad_norm': 0.17060014605522156, 'learning_rate': 0.00011724626633464127, 'epoch': 6.66}
{'loss': 1.2635, 'grad_norm': 0.17281529307365417, 'learning_rate': 0.00011671247815718345, 'epoch': 6.68}
{'loss': 1.2641, 'grad_norm': 0.16451075673103333, 'learning_rate': 0.0001161781996552765, 'epoch': 6.71}
{'loss': 1.2891, 'grad_norm': 0.17074370384216309, 'learning_rate': 0.0001156434465040231, 'epoch': 6.73}
{'loss': 1.2463, 'grad_norm': 0.16394808888435364, 'learning_rate': 0.00011510823439245169, 'epoch': 6.76}
{'loss': 1.2578, 'grad_norm': 0.16447678208351135, 'learning_rate': 0.00011457257902305598, 'epoch': 6.78}
{'loss': 1.2937, 'grad_norm': 0.16251690685749054, 'learning_rate': 0.00011403649611133444, 'epoch': 6.81}
{'loss': 1.28, 'grad_norm': 0.16450077295303345, 'learning_rate': 0.00011350000138532902, 'epoch': 6.84}
{'loss': 1.2922, 'grad_norm': 0.1670956313610077, 'learning_rate': 0.00011296311058516389, 'epoch': 6.86}
{'loss': 1.2358, 'grad_norm': 0.17460162937641144, 'learning_rate': 0.00011242583946258353, 'epoch': 6.89}
{'loss': 1.2905, 'grad_norm': 0.17362333834171295, 'learning_rate': 0.00011188820378049065, 'epoch': 6.91}
{'loss': 1.2841, 'grad_norm': 0.18560336530208588, 'learning_rate': 0.00011135021931248375, 'epoch': 6.94}
{'loss': 1.2724, 'grad_norm': 0.16571854054927826, 'learning_rate': 0.00011081190184239419, 'epoch': 6.96}
{'loss': 1.2609, 'grad_norm': 0.17914219200611115, 'learning_rate': 0.00011027326716382331, 'epoch': 6.99}
{'loss': 1.9029, 'grad_norm': 0.3574056029319763, 'learning_rate': 0.00010973433107967902, 'epoch': 7.01}
{'loss': 1.2244, 'grad_norm': 0.17820551991462708, 'learning_rate': 0.00010919510940171189, 'epoch': 7.04}
{'loss': 1.2489, 'grad_norm': 0.19223546981811523, 'learning_rate': 0.00010865561795005177, 'epoch': 7.06}
{'loss': 1.2248, 'grad_norm': 0.18869847059249878, 'learning_rate': 0.00010811587255274313, 'epoch': 7.09}
{'loss': 1.2644, 'grad_norm': 0.2164040356874466, 'learning_rate': 0.00010757588904528106, 'epoch': 7.11}
{'loss': 1.2847, 'grad_norm': 0.1746433973312378, 'learning_rate': 0.00010703568327014638, 'epoch': 7.14}
{'loss': 1.2138, 'grad_norm': 0.20799152553081512, 'learning_rate': 0.00010649527107634108, 'epoch': 7.16}
{'loss': 1.3406, 'grad_norm': 0.20828525722026825, 'learning_rate': 0.00010595466831892323, 'epoch': 7.19}
{'loss': 1.2088, 'grad_norm': 0.17624856531620026, 'learning_rate': 0.00010541389085854176, 'epoch': 7.22}
{'loss': 1.2649, 'grad_norm': 0.2106172889471054, 'learning_rate': 0.00010487295456097121, 'epoch': 7.24}
{'loss': 1.2488, 'grad_norm': 0.18956880271434784, 'learning_rate': 0.00010433187529664623, 'epoch': 7.27}
{'loss': 1.3005, 'grad_norm': 0.18533530831336975, 'learning_rate': 0.00010379066894019589, 'epoch': 7.29}
{'loss': 1.2224, 'grad_norm': 0.19735632836818695, 'learning_rate': 0.00010324935136997806, 'epoch': 7.32}
{'loss': 1.2114, 'grad_norm': 0.1844210922718048, 'learning_rate': 0.00010270793846761347, 'epoch': 7.34}
{'loss': 1.2763, 'grad_norm': 0.18240229785442352, 'learning_rate': 0.00010216644611751975, 'epoch': 7.37}
{'loss': 1.259, 'grad_norm': 0.19023200869560242, 'learning_rate': 0.00010162489020644548, 'epoch': 7.39}
{'loss': 1.3301, 'grad_norm': 0.2040272206068039, 'learning_rate': 0.000101083286623004, 'epoch': 7.42}
{'loss': 1.2499, 'grad_norm': 0.18333624303340912, 'learning_rate': 0.00010054165125720735, 'epoch': 7.44}
{'loss': 1.2901, 'grad_norm': 0.2018885612487793, 'learning_rate': 0.0001, 'epoch': 7.47}
{'loss': 1.2698, 'grad_norm': 0.19648325443267822, 'learning_rate': 9.945834874279267e-05, 'epoch': 7.49}
{'loss': 1.2586, 'grad_norm': 0.1762651950120926, 'learning_rate': 9.891671337699602e-05, 'epoch': 7.52}
{'loss': 1.2429, 'grad_norm': 0.22907772660255432, 'learning_rate': 9.837510979355457e-05, 'epoch': 7.54}
{'loss': 1.2671, 'grad_norm': 0.20813456177711487, 'learning_rate': 9.783355388248027e-05, 'epoch': 7.57}
{'loss': 1.2867, 'grad_norm': 0.19546517729759216, 'learning_rate': 9.729206153238657e-05, 'epoch': 7.59}
{'loss': 1.2268, 'grad_norm': 0.2084106057882309, 'learning_rate': 9.675064863002196e-05, 'epoch': 7.62}
{'loss': 1.2618, 'grad_norm': 0.19575989246368408, 'learning_rate': 9.620933105980415e-05, 'epoch': 7.65}
{'loss': 1.2568, 'grad_norm': 0.18527665734291077, 'learning_rate': 9.56681247033538e-05, 'epoch': 7.67}
{'loss': 1.2751, 'grad_norm': 0.19333221018314362, 'learning_rate': 9.512704543902881e-05, 'epoch': 7.7}
{'loss': 1.2245, 'grad_norm': 0.20321200788021088, 'learning_rate': 9.458610914145826e-05, 'epoch': 7.72}
{'loss': 1.2353, 'grad_norm': 0.20784658193588257, 'learning_rate': 9.40453316810768e-05, 'epoch': 7.75}
{'loss': 1.2438, 'grad_norm': 0.18272168934345245, 'learning_rate': 9.350472892365892e-05, 'epoch': 7.77}
{'loss': 1.3002, 'grad_norm': 0.2032884955406189, 'learning_rate': 9.296431672985363e-05, 'epoch': 7.8}
{'loss': 1.2653, 'grad_norm': 0.20294228196144104, 'learning_rate': 9.242411095471897e-05, 'epoch': 7.82}
{'loss': 1.2325, 'grad_norm': 0.17111070454120636, 'learning_rate': 9.18841274472569e-05, 'epoch': 7.85}
{'loss': 1.24, 'grad_norm': 0.1889154314994812, 'learning_rate': 9.134438204994824e-05, 'epoch': 7.87}
{'loss': 1.3101, 'grad_norm': 0.20765455067157745, 'learning_rate': 9.080489059828812e-05, 'epoch': 7.9}
{'loss': 1.2257, 'grad_norm': 0.18282531201839447, 'learning_rate': 9.026566892032105e-05, 'epoch': 7.92}
{'loss': 1.3179, 'grad_norm': 0.20102782547473907, 'learning_rate': 8.97267328361767e-05, 'epoch': 7.95}
{'loss': 1.2037, 'grad_norm': 0.18462654948234558, 'learning_rate': 8.918809815760585e-05, 'epoch': 7.97}
{'loss': 1.9713, 'grad_norm': 0.3561426103115082, 'learning_rate': 8.864978068751627e-05, 'epoch': 8.0}
{'loss': 1.2481, 'grad_norm': 0.1861375868320465, 'learning_rate': 8.811179621950936e-05, 'epoch': 8.03}
{'loss': 1.245, 'grad_norm': 0.19610826671123505, 'learning_rate': 8.757416053741649e-05, 'epoch': 8.05}
{'loss': 1.2216, 'grad_norm': 0.19372008740901947, 'learning_rate': 8.703688941483616e-05, 'epoch': 8.08}
{'loss': 1.2287, 'grad_norm': 0.18910808861255646, 'learning_rate': 8.649999861467099e-05, 'epoch': 8.1}
{'loss': 1.2495, 'grad_norm': 0.1925954669713974, 'learning_rate': 8.596350388866558e-05, 'epoch': 8.13}
{'loss': 1.2088, 'grad_norm': 0.19367389380931854, 'learning_rate': 8.542742097694401e-05, 'epoch': 8.15}
{'loss': 1.2006, 'grad_norm': 0.18766440451145172, 'learning_rate': 8.489176560754834e-05, 'epoch': 8.18}
{'loss': 1.2214, 'grad_norm': 0.19328348338603973, 'learning_rate': 8.435655349597689e-05, 'epoch': 8.2}
{'loss': 1.2384, 'grad_norm': 0.18453273177146912, 'learning_rate': 8.382180034472353e-05, 'epoch': 8.23}
{'loss': 1.2431, 'grad_norm': 0.18194714188575745, 'learning_rate': 8.328752184281656e-05, 'epoch': 8.25}
{'loss': 1.2602, 'grad_norm': 0.1869446486234665, 'learning_rate': 8.275373366535877e-05, 'epoch': 8.28}
{'loss': 1.2534, 'grad_norm': 0.18476992845535278, 'learning_rate': 8.222045147306733e-05, 'epoch': 8.3}
{'loss': 1.2216, 'grad_norm': 0.1854342222213745, 'learning_rate': 8.168769091181438e-05, 'epoch': 8.33}
{'loss': 1.2358, 'grad_norm': 0.1837889701128006, 'learning_rate': 8.115546761216822e-05, 'epoch': 8.35}
{'loss': 1.2574, 'grad_norm': 0.19348804652690887, 'learning_rate': 8.062379718893417e-05, 'epoch': 8.38}
{'loss': 1.2338, 'grad_norm': 0.18768607079982758, 'learning_rate': 8.009269524069717e-05, 'epoch': 8.41}
{'loss': 1.2727, 'grad_norm': 0.18336604535579681, 'learning_rate': 7.956217734936353e-05, 'epoch': 8.43}
{'loss': 1.2432, 'grad_norm': 0.18556074798107147, 'learning_rate': 7.903225907970414e-05, 'epoch': 8.46}
{'loss': 1.2128, 'grad_norm': 0.183547705411911, 'learning_rate': 7.85029559788976e-05, 'epoch': 8.48}
{'loss': 1.2667, 'grad_norm': 0.17964497208595276, 'learning_rate': 7.797428357607431e-05, 'epoch': 8.51}
{'loss': 1.2422, 'grad_norm': 0.1847894787788391, 'learning_rate': 7.744625738186059e-05, 'epoch': 8.53}
{'loss': 1.2523, 'grad_norm': 0.18310695886611938, 'learning_rate': 7.691889288792389e-05, 'epoch': 8.56}
{'loss': 1.2662, 'grad_norm': 0.1841714084148407, 'learning_rate': 7.639220556651799e-05, 'epoch': 8.58}
{'loss': 1.2124, 'grad_norm': 0.1911599338054657, 'learning_rate': 7.586621087002945e-05, 'epoch': 8.61}
{'loss': 1.2419, 'grad_norm': 0.19089578092098236, 'learning_rate': 7.534092423052381e-05, 'epoch': 8.63}
{'loss': 1.2379, 'grad_norm': 0.18265284597873688, 'learning_rate': 7.481636105929319e-05, 'epoch': 8.66}
{'loss': 1.2233, 'grad_norm': 0.18639427423477173, 'learning_rate': 7.42925367464039e-05, 'epoch': 8.68}
{'loss': 1.2587, 'grad_norm': 0.19288034737110138, 'learning_rate': 7.376946666024517e-05, 'epoch': 8.71}
{'loss': 1.2491, 'grad_norm': 0.18427927792072296, 'learning_rate': 7.324716614707793e-05, 'epoch': 8.73}
{'loss': 1.2398, 'grad_norm': 0.1865956038236618, 'learning_rate': 7.272565053058484e-05, 'epoch': 8.76}
{'loss': 1.2605, 'grad_norm': 0.18321353197097778, 'learning_rate': 7.220493511142059e-05, 'epoch': 8.78}
{'loss': 1.2124, 'grad_norm': 0.1869485229253769, 'learning_rate': 7.168503516676302e-05, 'epoch': 8.81}
{'loss': 1.2222, 'grad_norm': 0.1847984343767166, 'learning_rate': 7.116596594986494e-05, 'epoch': 8.84}
{'loss': 1.2512, 'grad_norm': 0.18853777647018433, 'learning_rate': 7.064774268960653e-05, 'epoch': 8.86}
{'loss': 1.2234, 'grad_norm': 0.18610672652721405, 'learning_rate': 7.013038059004866e-05, 'epoch': 8.89}
{'loss': 1.2278, 'grad_norm': 0.19619178771972656, 'learning_rate': 6.961389482998668e-05, 'epoch': 8.91}
{'loss': 1.21, 'grad_norm': 0.20196053385734558, 'learning_rate': 6.909830056250527e-05, 'epoch': 8.94}
{'loss': 1.238, 'grad_norm': 0.18622565269470215, 'learning_rate': 6.858361291453365e-05, 'epoch': 8.96}
{'loss': 1.2622, 'grad_norm': 0.1994486004114151, 'learning_rate': 6.806984698640202e-05, 'epoch': 8.99}
{'loss': 1.9099, 'grad_norm': 0.3596363067626953, 'learning_rate': 6.755701785139825e-05, 'epoch': 9.01}
{'loss': 1.2212, 'grad_norm': 0.18230101466178894, 'learning_rate': 6.704514055532597e-05, 'epoch': 9.04}
{'loss': 1.2005, 'grad_norm': 0.19978362321853638, 'learning_rate': 6.653423011606284e-05, 'epoch': 9.06}
{'loss': 1.2258, 'grad_norm': 0.21130208671092987, 'learning_rate': 6.602430152312017e-05, 'epoch': 9.09}
{'loss': 1.2224, 'grad_norm': 0.19328784942626953, 'learning_rate': 6.551536973720298e-05, 'epoch': 9.11}
{'loss': 1.2172, 'grad_norm': 0.18639019131660461, 'learning_rate': 6.500744968977116e-05, 'epoch': 9.14}
{'loss': 1.1771, 'grad_norm': 0.19679762423038483, 'learning_rate': 6.450055628260148e-05, 'epoch': 9.16}
{'loss': 1.2191, 'grad_norm': 0.20249183475971222, 'learning_rate': 6.399470438735014e-05, 'epoch': 9.19}
{'loss': 1.2496, 'grad_norm': 0.2011774480342865, 'learning_rate': 6.348990884511672e-05, 'epoch': 9.22}
{'loss': 1.2397, 'grad_norm': 0.19206520915031433, 'learning_rate': 6.298618446600856e-05, 'epoch': 9.24}
{'loss': 1.2205, 'grad_norm': 0.19967329502105713, 'learning_rate': 6.248354602870648e-05, 'epoch': 9.27}
{'loss': 1.2254, 'grad_norm': 0.2036077231168747, 'learning_rate': 6.19820082800308e-05, 'epoch': 9.29}
{'loss': 1.2359, 'grad_norm': 0.1990991234779358, 'learning_rate': 6.148158593450921e-05, 'epoch': 9.32}
{'loss': 1.2513, 'grad_norm': 0.18860043585300446, 'learning_rate': 6.0982293673944544e-05, 'epoch': 9.34}
{'loss': 1.1928, 'grad_norm': 0.19108974933624268, 'learning_rate': 6.048414614698448e-05, 'epoch': 9.37}
{'loss': 1.2615, 'grad_norm': 0.20305803418159485, 'learning_rate': 5.9987157968691344e-05, 'epoch': 9.39}
{'loss': 1.2109, 'grad_norm': 0.19911740720272064, 'learning_rate': 5.9491343720113735e-05, 'epoch': 9.42}
{'loss': 1.1899, 'grad_norm': 0.19941291213035583, 'learning_rate': 5.899671794785839e-05, 'epoch': 9.44}
{'loss': 1.2434, 'grad_norm': 0.20844295620918274, 'learning_rate': 5.850329516366367e-05, 'epoch': 9.47}
{'loss': 1.1928, 'grad_norm': 0.2003801316022873, 'learning_rate': 5.801108984397354e-05, 'epoch': 9.49}
{'loss': 1.252, 'grad_norm': 0.20092056691646576, 'learning_rate': 5.752011642951314e-05, 'epoch': 9.52}
{'loss': 1.1538, 'grad_norm': 0.19305521249771118, 'learning_rate': 5.703038932486484e-05, 'epoch': 9.54}
{'loss': 1.2366, 'grad_norm': 0.19584712386131287, 'learning_rate': 5.6541922898045786e-05, 'epoch': 9.57}
{'loss': 1.2114, 'grad_norm': 0.19693680107593536, 'learning_rate': 5.605473148008638e-05, 'epoch': 9.59}
{'loss': 1.2042, 'grad_norm': 0.1913178414106369, 'learning_rate': 5.5568829364609664e-05, 'epoch': 9.62}
{'loss': 1.2603, 'grad_norm': 0.19789350032806396, 'learning_rate': 5.5084230807412126e-05, 'epoch': 9.65}
{'loss': 1.2073, 'grad_norm': 0.19304218888282776, 'learning_rate': 5.4600950026045326e-05, 'epoch': 9.67}
{'loss': 1.2119, 'grad_norm': 0.19190484285354614, 'learning_rate': 5.411900119939895e-05, 'epoch': 9.7}
{'loss': 1.2157, 'grad_norm': 0.20133578777313232, 'learning_rate': 5.3638398467284556e-05, 'epoch': 9.72}
{'loss': 1.2127, 'grad_norm': 0.19602768123149872, 'learning_rate': 5.3159155930021e-05, 'epoch': 9.75}
{'loss': 1.2307, 'grad_norm': 0.19104616343975067, 'learning_rate': 5.2681287648020494e-05, 'epoch': 9.77}
{'loss': 1.2429, 'grad_norm': 0.19356364011764526, 'learning_rate': 5.2204807641376354e-05, 'epoch': 9.8}
{'loss': 1.1975, 'grad_norm': 0.1904352456331253, 'learning_rate': 5.172972988945144e-05, 'epoch': 9.82}
{'loss': 1.2593, 'grad_norm': 0.19693338871002197, 'learning_rate': 5.12560683304681e-05, 'epoch': 9.85}
{'loss': 1.213, 'grad_norm': 0.1988522708415985, 'learning_rate': 5.078383686109926e-05, 'epoch': 9.87}
{'loss': 1.2296, 'grad_norm': 0.1913854032754898, 'learning_rate': 5.03130493360608e-05, 'epoch': 9.9}
{'loss': 1.1676, 'grad_norm': 0.19177483022212982, 'learning_rate': 4.9843719567704816e-05, 'epoch': 9.92}
{'loss': 1.269, 'grad_norm': 0.20281416177749634, 'learning_rate': 4.9375861325614606e-05, 'epoch': 9.95}
{'loss': 1.1969, 'grad_norm': 0.20347218215465546, 'learning_rate': 4.890948833620066e-05, 'epoch': 9.97}
{'loss': 1.8162, 'grad_norm': 0.3974592685699463, 'learning_rate': 4.844461428229782e-05, 'epoch': 10.0}
{'loss': 1.1915, 'grad_norm': 0.20152458548545837, 'learning_rate': 4.798125280276402e-05, 'epoch': 10.03}
{'loss': 1.1813, 'grad_norm': 0.19885656237602234, 'learning_rate': 4.751941749207995e-05, 'epoch': 10.05}
{'loss': 1.2164, 'grad_norm': 0.2009032666683197, 'learning_rate': 4.7059121899950364e-05, 'epoch': 10.08}
{'loss': 1.2074, 'grad_norm': 0.21612705290317535, 'learning_rate': 4.660037953090639e-05, 'epoch': 10.1}
{'loss': 1.2303, 'grad_norm': 0.1998533308506012, 'learning_rate': 4.614320384390959e-05, 'epoch': 10.13}
{'loss': 1.2239, 'grad_norm': 0.19761799275875092, 'learning_rate': 4.5687608251956714e-05, 'epoch': 10.15}
{'loss': 1.2092, 'grad_norm': 0.20638519525527954, 'learning_rate': 4.5233606121686566e-05, 'epoch': 10.18}
{'loss': 1.1965, 'grad_norm': 0.20347361266613007, 'learning_rate': 4.4781210772987514e-05, 'epoch': 10.2}
{'loss': 1.1934, 'grad_norm': 0.20877455174922943, 'learning_rate': 4.4330435478607016e-05, 'epoch': 10.23}
{'loss': 1.2134, 'grad_norm': 0.20198266208171844, 'learning_rate': 4.388129346376178e-05, 'epoch': 10.25}
{'loss': 1.1598, 'grad_norm': 0.20186802744865417, 'learning_rate': 4.343379790575026e-05, 'epoch': 10.28}
{'loss': 1.201, 'grad_norm': 0.1993894726037979, 'learning_rate': 4.298796193356566e-05, 'epoch': 10.3}
{'loss': 1.2202, 'grad_norm': 0.20567075908184052, 'learning_rate': 4.2543798627511e-05, 'epoch': 10.33}
{'loss': 1.2305, 'grad_norm': 0.2045843005180359, 'learning_rate': 4.210132101881516e-05, 'epoch': 10.35}
{'loss': 1.2374, 'grad_norm': 0.21418051421642303, 'learning_rate': 4.16605420892506e-05, 'epoch': 10.38}
{'loss': 1.213, 'grad_norm': 0.21007174253463745, 'learning_rate': 4.12214747707527e-05, 'epoch': 10.41}
{'loss': 1.1943, 'grad_norm': 0.21030578017234802, 'learning_rate': 4.078413194504002e-05, 'epoch': 10.43}
{'loss': 1.1932, 'grad_norm': 0.2026599645614624, 'learning_rate': 4.034852644323661e-05, 'epoch': 10.46}
{'loss': 1.178, 'grad_norm': 0.20901350677013397, 'learning_rate': 3.9914671045495413e-05, 'epoch': 10.48}
{'loss': 1.1891, 'grad_norm': 0.2022455483675003, 'learning_rate': 3.948257848062351e-05, 'epoch': 10.51}
{'loss': 1.225, 'grad_norm': 0.20454467833042145, 'learning_rate': 3.905226142570837e-05, 'epoch': 10.53}
{'loss': 1.205, 'grad_norm': 0.20187298953533173, 'learning_rate': 3.862373250574626e-05, 'epoch': 10.56}
{'loss': 1.1765, 'grad_norm': 0.19675607979297638, 'learning_rate': 3.81970042932715e-05, 'epoch': 10.58}
{'loss': 1.1975, 'grad_norm': 0.20862016081809998, 'learning_rate': 3.7772089307987936e-05, 'epoch': 10.61}
{'loss': 1.2356, 'grad_norm': 0.20197993516921997, 'learning_rate': 3.734900001640135e-05, 'epoch': 10.63}
{'loss': 1.2107, 'grad_norm': 0.20599274337291718, 'learning_rate': 3.6927748831453836e-05, 'epoch': 10.66}
{'loss': 1.1874, 'grad_norm': 0.19920960068702698, 'learning_rate': 3.65083481121596e-05, 'epoch': 10.68}
{'loss': 1.1826, 'grad_norm': 0.20551595091819763, 'learning_rate': 3.609081016324243e-05, 'epoch': 10.71}
{'loss': 1.2125, 'grad_norm': 0.19677120447158813, 'learning_rate': 3.567514723477453e-05, 'epoch': 10.73}
{'loss': 1.2229, 'grad_norm': 0.20610924065113068, 'learning_rate': 3.5261371521817244e-05, 'epoch': 10.76}
{'loss': 1.2167, 'grad_norm': 0.20695087313652039, 'learning_rate': 3.4849495164063274e-05, 'epoch': 10.78}
{'loss': 1.214, 'grad_norm': 0.19682753086090088, 'learning_rate': 3.44395302454804e-05, 'epoch': 10.81}
{'loss': 1.2233, 'grad_norm': 0.19487135112285614, 'learning_rate': 3.403148879395711e-05, 'epoch': 10.84}
{'loss': 1.2042, 'grad_norm': 0.20039251446723938, 'learning_rate': 3.3625382780949574e-05, 'epoch': 10.86}
{'loss': 1.1672, 'grad_norm': 0.19739677011966705, 'learning_rate': 3.322122412113047e-05, 'epoch': 10.89}
{'loss': 1.2018, 'grad_norm': 0.2049282044172287, 'learning_rate': 3.28190246720394e-05, 'epoch': 10.91}
{'loss': 1.2156, 'grad_norm': 0.20728370547294617, 'learning_rate': 3.241879623373515e-05, 'epoch': 10.94}
{'loss': 1.2127, 'grad_norm': 0.20027412474155426, 'learning_rate': 3.202055054844921e-05, 'epoch': 10.96}
{'loss': 1.2298, 'grad_norm': 0.20168307423591614, 'learning_rate': 3.162429930024157e-05, 'epoch': 10.99}
{'loss': 1.8142, 'grad_norm': 0.4217100739479065, 'learning_rate': 3.123005411465766e-05, 'epoch': 11.01}
{'loss': 1.2297, 'grad_norm': 0.1978379189968109, 'learning_rate': 3.083782655838749e-05, 'epoch': 11.04}
{'loss': 1.1387, 'grad_norm': 0.2026444375514984, 'learning_rate': 3.0447628138926156e-05, 'epoch': 11.06}
{'loss': 1.1967, 'grad_norm': 0.2065148949623108, 'learning_rate': 3.0059470304236247e-05, 'epoch': 11.09}
{'loss': 1.2122, 'grad_norm': 0.22841286659240723, 'learning_rate': 2.9673364442412e-05, 'epoch': 11.11}
{'loss': 1.1265, 'grad_norm': 0.20146062970161438, 'learning_rate': 2.9289321881345254e-05, 'epoch': 11.14}
{'loss': 1.1824, 'grad_norm': 0.2050444632768631, 'learning_rate': 2.890735388839295e-05, 'epoch': 11.16}
{'loss': 1.1712, 'grad_norm': 0.20939135551452637, 'learning_rate': 2.8527471670046634e-05, 'epoch': 11.19}
{'loss': 1.2038, 'grad_norm': 0.21560706198215485, 'learning_rate': 2.8149686371603767e-05, 'epoch': 11.22}
{'loss': 1.2015, 'grad_norm': 0.210867777466774, 'learning_rate': 2.777400907684058e-05, 'epoch': 11.24}
{'loss': 1.2092, 'grad_norm': 0.21779878437519073, 'learning_rate': 2.7400450807686938e-05, 'epoch': 11.27}
{'loss': 1.1739, 'grad_norm': 0.20241694152355194, 'learning_rate': 2.7029022523903026e-05, 'epoch': 11.29}
{'loss': 1.1764, 'grad_norm': 0.20851917564868927, 'learning_rate': 2.665973512275778e-05, 'epoch': 11.32}
{'loss': 1.264, 'grad_norm': 0.209922656416893, 'learning_rate': 2.6292599438709087e-05, 'epoch': 11.34}
